0.000000, 0.000000, 0.012094, 0.526080, 0.088809, 0.506972, -0.059556
0.000559, 0.000000, 0.000075, 0.559189, 0.075340, 0.506960, 0.006435
0.001116, 0.000000, 0.000150, 0.556737, 0.074217, 0.506913, 0.014601
0.001668, 0.000000, 0.000214, 0.551832, 0.064116, 0.506871, 0.026256
0.002221, 0.000000, 0.000269, 0.553058, 0.055137, 0.506828, 0.041404
0.002769, 0.000001, 0.000312, 0.548153, 0.042790, 0.506790, 0.060068
0.003316, 0.000001, 0.000321, 0.546927, 0.009118, 0.506753, 0.082358
0.003860, 0.000001, 0.000317, 0.544474, -0.003228, 0.506719, 0.108170
0.004399, 0.000001, 0.000309, 0.538342, -0.008840, 0.506690, 0.137467
0.004937, 0.000001, 0.000275, 0.538342, -0.033533, 0.506662, 0.170342
0.005482, 0.000001, 0.000228, 0.544474, -0.047002, 0.506627, 0.206731
0.006028, 0.000001, 0.000210, 0.546927, -0.017819, 0.506590, 0.246412
0.006580, 0.000002, 0.000218, 0.551832, 0.007996, 0.507568, 0.385645
0.007132, 0.000002, 0.000252, 0.551832, 0.033811, 0.505997, 0.289217
0.007693, 0.000002, 0.000358, 0.560416, 0.105645, 0.507475, 0.494707
0.008266, 0.000002, 0.000598, 0.573905, 0.240332, 0.505372, 0.333894
0.008810, 0.000003, 0.000947, 0.543248, 0.349205, 0.507377, 0.614823
0.009376, 0.000004, 0.001423, 0.566547, 0.476036, 0.505282, 0.432747
0.009944, 0.000005, 0.001990, 0.567774, 0.566950, 0.507262, 0.745759
0.010496, 0.000006, 0.002647, 0.551832, 0.656742, 0.505183, 0.543009
0.011049, 0.000008, 0.003410, 0.553058, 0.763370, 0.507177, 0.887647
0.011590, 0.000010, 0.004258, 0.540795, 0.847550, 0.505109, 0.664539
0.012135, 0.000013, 0.005171, 0.545700, 0.912649, 0.507110, 1.040384
0.012680, 0.000017, 0.006154, 0.544474, 0.983360, 0.505039, 0.797620
0.013210, 0.000020, 0.007195, 0.529758, 1.040602, 0.507056, 1.204030
0.013749, 0.000025, 0.008286, 0.539569, 1.091110, 0.504990, 0.942229
0.014284, 0.000030, 0.009396, 0.534664, 1.110191, 0.507001, 1.378658
0.014823, 0.000036, 0.010484, 0.539569, 1.087743, 0.504935, 1.098914
0.015364, 0.000042, 0.011575, 0.540795, 1.091110, 0.506939, 1.564885
0.015905, 0.000049, 0.012704, 0.540795, 1.129272, 0.504874, 1.267553
0.016442, 0.000056, 0.013868, 0.537116, 1.164066, 0.506878, 1.761586
0.016990, 0.000064, 0.015114, 0.548153, 1.246001, 0.504809, 1.446919
0.017509, 0.000073, 0.016471, 0.518722, 1.357119, 0.506828, 1.967311
0.018047, 0.000083, 0.017936, 0.538343, 1.464869, 0.504772, 1.635471
0.018572, 0.000093, 0.019561, 0.524853, 1.625372, 0.506781, 2.180668
0.019110, 0.000104, 0.021372, 0.538342, 1.810567, 0.504729, 1.831742
0.019641, 0.000117, 0.023362, 0.530985, 1.990151, 0.506729, 2.400005
0.020167, 0.000130, 0.025552, 0.526080, 2.189938, 0.504692, 2.034593
0.020700, 0.000145, 0.027929, 0.533437, 2.377378, 0.506688, 2.624487
0.021220, 0.000161, 0.030467, 0.519948, 2.537881, 0.504658, 2.243563
0.021732, 0.000178, 0.033157, 0.512590, 2.689405, 0.506674, 2.854080
0.022256, 0.000197, 0.035931, 0.524853, 2.774708, 0.504641, 2.459060
0.022772, 0.000217, 0.038747, 0.516269, 2.815114, 0.506652, 3.089690
0.023286, 0.000238, 0.041578, 0.513817, 2.831950, 0.504631, 2.682374
0.023800, 0.000261, 0.044423, 0.515043, 2.844296, 0.506640, 3.332094
0.024309, 0.000285, 0.047315, 0.508911, 2.892559, 0.504627, 2.913389
0.024829, 0.000311, 0.050292, 0.521174, 2.976739, 0.506625, 3.580108
0.025358, 0.000340, 0.053356, 0.529758, 3.064286, 0.504596, 3.150409
0.025854, 0.000368, 0.056573, 0.496649, 3.216932, 0.506613, 3.831961
0.026373, 0.000399, 0.059922, 0.519948, 3.348253, 0.504600, 3.391686
0.026904, 0.000432, 0.063427, 0.532211, 3.505389, 0.506575, 4.086162
0.027437, 0.000468, 0.067127, 0.534664, 3.699564, 0.504554, 3.635983
0.027976, 0.000507, 0.071001, 0.539569, 3.874658, 0.506516, 4.341266
0.028510, 0.000547, 0.075051, 0.535890, 4.049752, 0.504499, 3.882224
0.029048, 0.000590, 0.079335, 0.539569, 4.284333, 0.506457, 4.596365
0.029577, 0.000634, 0.083850, 0.530985, 4.514425, 0.504448, 4.128939
0.030108, 0.000681, 0.088593, 0.533437, 4.743394, 0.506413, 4.849913
0.030638, 0.000731, 0.093594, 0.532211, 5.000423, 0.504402, 4.375066
0.031153, 0.000782, 0.098811, 0.517496, 5.217046, 0.506387, 5.100998
0.031659, 0.000835, 0.104195, 0.508911, 5.384284, 0.504393, 4.620337
0.032163, 0.000890, 0.109710, 0.506459, 5.515604, 0.506397, 5.350291
0.032653, 0.000947, 0.115295, 0.492970, 5.584070, 0.504410, 4.865847
0.033149, 0.001007, 0.120907, 0.500327, 5.612130, 0.506428, 5.599006
0.033648, 0.001071, 0.126509, 0.502780, 5.602029, 0.504425, 5.112808
0.034131, 0.001135, 0.132104, 0.486838, 5.595294, 0.506459, 5.847898
0.034623, 0.001203, 0.137707, 0.496649, 5.603151, 0.504461, 5.361143
0.035116, 0.001274, 0.143360, 0.499101, 5.652537, 0.506481, 6.095933
0.035621, 0.001350, 0.149080, 0.510138, 5.719881, 0.504473, 5.609149
0.036096, 0.001424, 0.154900, 0.480707, 5.820897, 0.506506, 6.341224
0.036585, 0.001504, 0.160841, 0.495422, 5.940993, 0.504518, 5.854994
0.037080, 0.001587, 0.166945, 0.501554, 6.103741, 0.506525, 6.581923
0.037576, 0.001674, 0.173212, 0.504006, 6.266489, 0.504534, 6.096827
0.038076, 0.001765, 0.179662, 0.507685, 6.450562, 0.506531, 6.816449
0.038580, 0.001860, 0.186339, 0.513817, 6.677286, 0.504533, 6.333152
0.039079, 0.001957, 0.192958, 0.507685, 6.618922, 0.506528, 7.044549
0.039570, 0.002057, 0.200078, 0.501554, 7.119511, 0.504543, 6.563981
0.040071, 0.002162, 0.207406, 0.511364, 7.328277, 0.506540, 7.262609
0.040574, 0.002272, 0.214608, 0.515043, 7.201446, 0.504535, 6.787669
0.041077, 0.002386, 0.222257, 0.516269, 7.649283, 0.506534, 7.473721
0.041590, 0.002506, 0.230040, 0.526080, 7.782848, 0.504508, 7.002937
0.042094, 0.002628, 0.237969, 0.518722, 7.928760, 0.506519, 7.674879
0.042589, 0.002752, 0.246005, 0.510138, 8.036510, 0.504493, 7.210946
0.043081, 0.002880, 0.254198, 0.508911, 8.192524, 0.506530, 7.867151
0.043569, 0.003011, 0.262535, 0.505233, 8.337313, 0.504490, 7.410842
0.044052, 0.003146, 0.270984, 0.501554, 8.449553, 0.506555, 8.049679
0.044521, 0.003280, 0.279526, 0.488064, 8.541590, 0.504511, 7.602470
0.044995, 0.003421, 0.288133, 0.494196, 8.606688, 0.506604, 8.222825
0.045468, 0.003565, 0.296800, 0.494196, 8.667298, 0.504533, 7.786072
0.045941, 0.003715, 0.305503, 0.496649, 8.703215, 0.506643, 8.386683
0.046406, 0.003865, 0.314194, 0.488065, 8.690868, 0.504560, 7.961826
