-1.500000, -0.000542
-1.500000, -2.816482
-1.500000, -4.425590
-1.500000, -5.734587
-1.500000, -7.019107
-1.500000, -7.690633
-1.500000, -8.320654
-1.500000, -8.497315
-1.500000, -8.549462
-1.500000, -8.816583
-1.500000, -9.340182
-1.500000, -9.851009
-1.500000, -9.840367
-1.500000, -9.617945
-1.500000, -9.798862
-1.500000, -10.105360
-1.500000, -10.288406
-1.500000, -10.086205
-1.500000, -9.853138
-1.500000, -9.960626
-1.500000, -9.995745
-1.500000, -10.233067
-1.500000, -10.288406
-1.500000, -10.421434
-1.500000, -10.567234
-1.500000, -10.511893
-1.500000, -10.285213
-1.500000, -10.047892
-1.500000, -10.221360
-1.500000, -10.051085
-1.500000, -10.138350
-1.500000, -10.250094
-1.500000, -10.660886
-1.500000, -10.887566
-1.500000, -10.584261
-1.500000, -10.153250
-1.500000, -10.233067
-1.500000, -10.130901
-1.500000, -9.954240
-1.500000, -9.914864
-1.500000, -10.580005
-1.500000, -10.550205
-1.500000, -11.074868
-1.500000, -10.517216
-1.500000, -10.321398
-1.500000, -10.176663
-1.500000, -10.087268
-1.500000, -9.829725
-1.500000, -10.122387
-1.500000, -10.775821
-1.500000, -11.016336
-1.500000, -10.467196
-1.500000, -10.333103
-1.500000, -10.517216
-1.500000, -10.246902
-1.500000, -10.279893
-1.500000, -10.079819
-1.500000, -10.294791
-1.500000, -11.002501
-1.500000, -11.061034
-1.500000, -10.706647
-1.500000, -10.578940
-1.500000, -10.692813
-1.500000, -10.404408
-1.500000, -10.233067
-1.500000, -10.413985
-1.500000, -10.715160
-1.500000, -11.265366
-1.500000, -11.202576
-1.500000, -11.088704
-1.500000, -10.747087
-1.500000, -10.418242
-1.500000, -10.266058
-1.500000, -10.389508
-1.500000, -10.448040
-1.500000, -10.793914
-1.500000, -10.741767
-1.500000, -10.942904
-1.500000, -10.951419
-1.500000, -10.651308
1.500000, -10.260737
1.500000, -1.937432
1.500000, 2.871802
1.500000, 4.578819
1.500000, 5.599411
1.500000, 6.195377
1.500000, 6.660444
1.500000, 7.439456
1.500000, 8.200377
1.500000, 8.915537
-1.500000, 9.024088
-1.500000, 1.255244
-1.500000, -2.899491
-1.500000, -4.596930
-1.500000, -5.697339
-1.500000, -6.753050
-1.500000, -7.992873
-1.500000, -8.718675
-1.500000, -9.002823
-1.500000, -8.988987
-1.500000, -8.994309
-1.500000, -9.563669
-1.500000, -9.899964
-1.500000, -10.188370
-1.500000, -9.938276
-1.500000, -9.836111
-1.500000, -10.235195
-1.500000, -10.516151
-1.500000, -10.343747
-1.500000, -10.168150
1.500000, -10.552334
1.500000, -2.551489
1.500000, 2.580204
1.500000, 4.584140
1.500000, 6.235818
1.500000, 7.377731
1.500000, 7.820449
1.500000, 8.068414
1.500000, 8.375975
1.500000, 9.071979
-1.500000, 9.461485
-1.500000, 1.519172
-1.500000, -2.783491
-1.500000, -4.569260
-1.500000, -6.015543
-1.500000, -7.491622
-1.500000, -8.325975
-1.500000, -8.694197
-1.500000, -8.815519
-1.500000, -9.271008
-1.500000, -9.828662
-1.500000, -10.154314
-1.500000, -10.288406
-1.500000, -10.125581
-1.500000, -10.268187
-1.500000, -10.597032
-1.500000, -10.882244
-1.500000, -10.481031
-1.500000, -10.558720
-1.500000, -10.573619
1.500000, -10.512958
1.500000, -2.753692
1.500000, 2.784535
1.500000, 4.592654
1.500000, 5.831412
1.500000, 6.996738
1.500000, 7.690613
1.500000, 8.251460
1.500000, 8.926179
1.500000, 8.970877
1.500000, 9.230547
1.500000, 9.344419
1.500000, 9.656238
1.500000, 9.857376
1.500000, 9.628568
1.500000, 9.565778
1.500000, 9.804165
1.500000, 9.788201
1.500000, 10.081927
1.500000, 10.193672
-1.500000, 9.931872
-1.500000, 2.095982
-1.500000, -2.708995
-1.500000, -4.699096
-1.500000, -5.716495
-1.500000, -6.709417
-1.500000, -7.703403
-1.500000, -8.413242
-1.500000, -9.183741
-1.500000, -9.479595
-1.500000, -9.445540
-1.500000, -9.594531
-1.500000, -9.689248
-1.500000, -10.072369
-1.500000, -10.172406
-1.500000, -10.089396
-1.500000, -10.376737
-1.500000, -10.779015
-1.500000, -11.033363
-1.500000, -10.788592
-1.500000, -10.098974
-1.500000, -10.088332
-1.500000, -10.080883
-1.500000, -9.856331
-1.500000, -9.847817
-1.500000, -10.097910
-1.500000, -10.707711
-1.500000, -11.086576
-1.500000, -10.815198
-1.500000, -10.481031
-1.500000, -10.554462
-1.500000, -10.543820
-1.500000, -10.426755
-1.500000, -10.607675
-1.500000, -11.002501
-1.500000, -11.495238
-1.500000, -11.442027
-1.500000, -11.112117
-1.500000, -11.062099
-1.500000, -10.962061
1.500000, -10.780079
1.500000, -2.277984
1.500000, 2.795178
1.500000, 4.601168
1.500000, 5.769687
1.500000, 6.622131
1.500000, 6.824335
1.500000, 7.568228
1.500000, 8.066285
1.500000, 8.446214
1.500000, 8.578177
1.500000, 8.716527
1.500000, 9.252896
1.500000, 9.733926
1.500000, 9.827578
1.500000, 9.750953
1.500000, 9.550879
1.500000, 9.599833
1.500000, 9.653045
1.500000, 9.557264
1.500000, 9.516824
1.500000, 9.670073
1.500000, 10.369268
1.500000, 10.309671
1.500000, 10.261782
1.500000, 10.203250
1.500000, 10.051064
1.500000, 10.162808
1.500000, 10.068093
1.500000, 10.121305
-1.500000, 10.201121
-1.500000, 3.612503
-1.500000, -2.200295
-1.500000, -4.572453
-1.500000, -6.102809
-1.500000, -7.148942
-1.500000, -7.668284
-1.500000, -8.113131
-1.500000, -8.418563
-1.500000, -8.571812
-1.500000, -8.494123
-1.500000, -8.904914
-1.500000, -9.459374
-1.500000, -9.656257
-1.500000, -10.178792
-1.500000, -10.240516
-1.500000, -10.230938
-1.500000, -10.288406
-1.500000, -10.159635
-1.500000, -9.825469
1.500000, -10.011708
1.500000, -2.453581
1.500000, 2.483360
1.500000, 4.739517
1.500000, 6.005945
1.500000, 6.994610
1.500000, 7.330905
1.500000, 7.722540
1.500000, 8.407902
1.500000, 8.765481
-1.500000, 9.073042
-1.500000, 1.360602
-1.500000, -2.901619
-1.500000, -4.660784
-1.500000, -6.240094
-1.500000, -7.148942
-1.500000, -7.919441
-1.500000, -8.453682
-1.500000, -8.710160
-1.500000, -8.944289
1.500000, -9.163520
1.500000, -1.723522
1.500000, 2.788793
1.500000, 4.879995
1.500000, 5.991046
1.500000, 6.900959
1.500000, 7.265988
1.500000, 7.665072
1.500000, 8.072671
1.500000, 8.506874
